category,character,drop_rule,effect,id,lore,name,region,salvage,source_type,tier
character_gear,Siofra Nhal,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Siofra Nhals Harzbindung-Loop und fuegt eine kleine Interaktion mit Moorkaefer hinzu.,loot_char_siofra_3,"Ein Teil, das sichtbar aus Wurzelwald Nhal stammt und Namen, Erinnerung, Naturresonanz mechanisch spuerbar macht.",Harzbogen + lebende Fallen - Harzbindung-Mod,Wurzelwald Nhal,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Siofra Nhal,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Siofra Nhals Harzbindung-Loop und fuegt eine kleine Interaktion mit Moorkaefer hinzu.,loot_char_siofra_4,"Ein Teil, das sichtbar aus Wurzelwald Nhal stammt und Namen, Erinnerung, Naturresonanz mechanisch spuerbar macht.",Siofras Signaturgriff,Wurzelwald Nhal,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Siofra Nhal,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Siofra Nhals Harzbindung-Loop und fuegt eine kleine Interaktion mit Moorkaefer hinzu.,loot_char_siofra_5,"Ein Teil, das sichtbar aus Wurzelwald Nhal stammt und Namen, Erinnerung, Naturresonanz mechanisch spuerbar macht.",Relikt: Der Wald nennt dich,Wurzelwald Nhal,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Siofra Nhal,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Siofra Nhals Harzbindung-Loop und fuegt eine kleine Interaktion mit Moorkaefer hinzu.,loot_char_siofra_6,"Ein Teil, das sichtbar aus Wurzelwald Nhal stammt und Namen, Erinnerung, Naturresonanz mechanisch spuerbar macht.",Mythos: Moorkaefer Herzsplitter,Wurzelwald Nhal,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Brannok Reef,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Brannok Reefs Tiefenruf-Loop und fuegt eine kleine Interaktion mit Riffbrecher hinzu.,loot_char_brannok_1,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Bruder, Sturm, Arbeiterzorn mechanisch spuerbar macht.",Ankerklinge + Harpune - Feldfassung,Eisenbrandkueste,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Brannok Reef,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Brannok Reefs Tiefenruf-Loop und fuegt eine kleine Interaktion mit Riffbrecher hinzu.,loot_char_brannok_2,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Bruder, Sturm, Arbeiterzorn mechanisch spuerbar macht.",Ankerklinge + Harpune - Laternenfassung,Eisenbrandkueste,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Brannok Reef,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Brannok Reefs Tiefenruf-Loop und fuegt eine kleine Interaktion mit Riffbrecher hinzu.,loot_char_brannok_3,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Bruder, Sturm, Arbeiterzorn mechanisch spuerbar macht.",Ankerklinge + Harpune - Tiefenruf-Mod,Eisenbrandkueste,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Brannok Reef,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Brannok Reefs Tiefenruf-Loop und fuegt eine kleine Interaktion mit Riffbrecher hinzu.,loot_char_brannok_4,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Bruder, Sturm, Arbeiterzorn mechanisch spuerbar macht.",Brannoks Signaturgriff,Eisenbrandkueste,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Brannok Reef,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Brannok Reefs Tiefenruf-Loop und fuegt eine kleine Interaktion mit Riffbrecher hinzu.,loot_char_brannok_5,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Bruder, Sturm, Arbeiterzorn mechanisch spuerbar macht.",Relikt: Die Glocke antwortet,Eisenbrandkueste,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Brannok Reef,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Brannok Reefs Tiefenruf-Loop und fuegt eine kleine Interaktion mit Riffbrecher hinzu.,loot_char_brannok_6,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Bruder, Sturm, Arbeiterzorn mechanisch spuerbar macht.",Mythos: Riffbrecher Herzsplitter,Eisenbrandkueste,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Edda Falkenlicht,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Edda Falkenlichts Eidmarke-Loop und fuegt eine kleine Interaktion mit Eidpanzer hinzu.,loot_char_edda_1,"Ein Teil, das sichtbar aus Hochkamm der Eidwacht stammt und Adel, Pflicht, Gerechtigkeit mechanisch spuerbar macht.",Grossschwert + Eidbanner - Feldfassung,Hochkamm der Eidwacht,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Edda Falkenlicht,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Edda Falkenlichts Eidmarke-Loop und fuegt eine kleine Interaktion mit Eidpanzer hinzu.,loot_char_edda_2,"Ein Teil, das sichtbar aus Hochkamm der Eidwacht stammt und Adel, Pflicht, Gerechtigkeit mechanisch spuerbar macht.",Grossschwert + Eidbanner - Laternenfassung,Hochkamm der Eidwacht,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Edda Falkenlicht,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Edda Falkenlichts Eidmarke-Loop und fuegt eine kleine Interaktion mit Eidpanzer hinzu.,loot_char_edda_3,"Ein Teil, das sichtbar aus Hochkamm der Eidwacht stammt und Adel, Pflicht, Gerechtigkeit mechanisch spuerbar macht.",Grossschwert + Eidbanner - Eidmarke-Mod,Hochkamm der Eidwacht,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Edda Falkenlicht,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Edda Falkenlichts Eidmarke-Loop und fuegt eine kleine Interaktion mit Eidpanzer hinzu.,loot_char_edda_4,"Ein Teil, das sichtbar aus Hochkamm der Eidwacht stammt und Adel, Pflicht, Gerechtigkeit mechanisch spuerbar macht.",Eddas Signaturgriff,Hochkamm der Eidwacht,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Edda Falkenlicht,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Edda Falkenlichts Eidmarke-Loop und fuegt eine kleine Interaktion mit Eidpanzer hinzu.,loot_char_edda_5,"Ein Teil, das sichtbar aus Hochkamm der Eidwacht stammt und Adel, Pflicht, Gerechtigkeit mechanisch spuerbar macht.",Relikt: Haus ohne Herren,Hochkamm der Eidwacht,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Edda Falkenlicht,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Edda Falkenlichts Eidmarke-Loop und fuegt eine kleine Interaktion mit Eidpanzer hinzu.,loot_char_edda_6,"Ein Teil, das sichtbar aus Hochkamm der Eidwacht stammt und Adel, Pflicht, Gerechtigkeit mechanisch spuerbar macht.",Mythos: Eidpanzer Herzsplitter,Hochkamm der Eidwacht,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Kael Nhar,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Kael Nhars Rostbruch-Loop und fuegt eine kleine Interaktion mit Schachtmaus hinzu.,loot_char_kael_1,"Ein Teil, das sichtbar aus Dunkelgrund stammt und Ueberleben, Verrat, Opfer mechanisch spuerbar macht.",Dolche + Schachtgift - Feldfassung,Dunkelgrund,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Kael Nhar,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Kael Nhars Rostbruch-Loop und fuegt eine kleine Interaktion mit Schachtmaus hinzu.,loot_char_kael_2,"Ein Teil, das sichtbar aus Dunkelgrund stammt und Ueberleben, Verrat, Opfer mechanisch spuerbar macht.",Dolche + Schachtgift - Laternenfassung,Dunkelgrund,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Kael Nhar,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Kael Nhars Rostbruch-Loop und fuegt eine kleine Interaktion mit Schachtmaus hinzu.,loot_char_kael_3,"Ein Teil, das sichtbar aus Dunkelgrund stammt und Ueberleben, Verrat, Opfer mechanisch spuerbar macht.",Dolche + Schachtgift - Rostbruch-Mod,Dunkelgrund,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Kael Nhar,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Kael Nhars Rostbruch-Loop und fuegt eine kleine Interaktion mit Schachtmaus hinzu.,loot_char_kael_4,"Ein Teil, das sichtbar aus Dunkelgrund stammt und Ueberleben, Verrat, Opfer mechanisch spuerbar macht.",Kaels Signaturgriff,Dunkelgrund,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Kael Nhar,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Kael Nhars Rostbruch-Loop und fuegt eine kleine Interaktion mit Schachtmaus hinzu.,loot_char_kael_5,"Ein Teil, das sichtbar aus Dunkelgrund stammt und Ueberleben, Verrat, Opfer mechanisch spuerbar macht.",Relikt: Niemand zahlt fuer mich,Dunkelgrund,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Kael Nhar,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Kael Nhars Rostbruch-Loop und fuegt eine kleine Interaktion mit Schachtmaus hinzu.,loot_char_kael_6,"Ein Teil, das sichtbar aus Dunkelgrund stammt und Ueberleben, Verrat, Opfer mechanisch spuerbar macht.",Mythos: Schachtmaus Herzsplitter,Dunkelgrund,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Oren Vale,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Oren Vales Wundlicht-Loop und fuegt eine kleine Interaktion mit Pilgerglocke hinzu.,loot_char_oren_1,"Ein Teil, das sichtbar aus Hochkamm stammt und Barmherzigkeit ohne Feigheit mechanisch spuerbar macht.",Kettenstab + Wards - Feldfassung,Hochkamm,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Oren Vale,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Oren Vales Wundlicht-Loop und fuegt eine kleine Interaktion mit Pilgerglocke hinzu.,loot_char_oren_2,"Ein Teil, das sichtbar aus Hochkamm stammt und Barmherzigkeit ohne Feigheit mechanisch spuerbar macht.",Kettenstab + Wards - Laternenfassung,Hochkamm,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Oren Vale,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Oren Vales Wundlicht-Loop und fuegt eine kleine Interaktion mit Pilgerglocke hinzu.,loot_char_oren_3,"Ein Teil, das sichtbar aus Hochkamm stammt und Barmherzigkeit ohne Feigheit mechanisch spuerbar macht.",Kettenstab + Wards - Wundlicht-Mod,Hochkamm,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Oren Vale,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Oren Vales Wundlicht-Loop und fuegt eine kleine Interaktion mit Pilgerglocke hinzu.,loot_char_oren_4,"Ein Teil, das sichtbar aus Hochkamm stammt und Barmherzigkeit ohne Feigheit mechanisch spuerbar macht.",Orens Signaturgriff,Hochkamm,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Oren Vale,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Oren Vales Wundlicht-Loop und fuegt eine kleine Interaktion mit Pilgerglocke hinzu.,loot_char_oren_5,"Ein Teil, das sichtbar aus Hochkamm stammt und Barmherzigkeit ohne Feigheit mechanisch spuerbar macht.",Relikt: Barmherzigkeit steht,Hochkamm,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Oren Vale,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Oren Vales Wundlicht-Loop und fuegt eine kleine Interaktion mit Pilgerglocke hinzu.,loot_char_oren_6,"Ein Teil, das sichtbar aus Hochkamm stammt und Barmherzigkeit ohne Feigheit mechanisch spuerbar macht.",Mythos: Pilgerglocke Herzsplitter,Hochkamm,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Yara Kest,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Yara Kests Ueberladung-Loop und fuegt eine kleine Interaktion mit Kranhexe hinzu.,loot_char_yara_1,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Arbeit, Erfindung, Aufstand mechanisch spuerbar macht.",Schmiedehammer + Reparaturdrohne - Feldfassung,Eisenbrandkueste,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Yara Kest,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Yara Kests Ueberladung-Loop und fuegt eine kleine Interaktion mit Kranhexe hinzu.,loot_char_yara_2,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Arbeit, Erfindung, Aufstand mechanisch spuerbar macht.",Schmiedehammer + Reparaturdrohne - Laternenfassung,Eisenbrandkueste,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Yara Kest,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Yara Kests Ueberladung-Loop und fuegt eine kleine Interaktion mit Kranhexe hinzu.,loot_char_yara_3,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Arbeit, Erfindung, Aufstand mechanisch spuerbar macht.",Schmiedehammer + Reparaturdrohne - Ueberladung-Mod,Eisenbrandkueste,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Yara Kest,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Yara Kests Ueberladung-Loop und fuegt eine kleine Interaktion mit Kranhexe hinzu.,loot_char_yara_4,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Arbeit, Erfindung, Aufstand mechanisch spuerbar macht.",Yaras Signaturgriff,Eisenbrandkueste,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Yara Kest,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Yara Kests Ueberladung-Loop und fuegt eine kleine Interaktion mit Kranhexe hinzu.,loot_char_yara_5,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Arbeit, Erfindung, Aufstand mechanisch spuerbar macht.",Relikt: Die Werft erhebt sich,Eisenbrandkueste,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Yara Kest,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Yara Kests Ueberladung-Loop und fuegt eine kleine Interaktion mit Kranhexe hinzu.,loot_char_yara_6,"Ein Teil, das sichtbar aus Eisenbrandkueste stammt und Arbeit, Erfindung, Aufstand mechanisch spuerbar macht.",Mythos: Kranhexe Herzsplitter,Eisenbrandkueste,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Neris Vael,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Neris Vaels Echohunger-Loop und fuegt eine kleine Interaktion mit Traumsaege hinzu.,loot_char_neris_1,"Ein Teil, das sichtbar aus Scherbenkrone/Wurzelwald stammt und Identitaet, fremde Erinnerung, Selbstbestimmung mechanisch spuerbar macht.",Sichel + Echoadern - Feldfassung,Scherbenkrone/Wurzelwald,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Neris Vael,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Neris Vaels Echohunger-Loop und fuegt eine kleine Interaktion mit Traumsaege hinzu.,loot_char_neris_2,"Ein Teil, das sichtbar aus Scherbenkrone/Wurzelwald stammt und Identitaet, fremde Erinnerung, Selbstbestimmung mechanisch spuerbar macht.",Sichel + Echoadern - Laternenfassung,Scherbenkrone/Wurzelwald,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Neris Vael,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Neris Vaels Echohunger-Loop und fuegt eine kleine Interaktion mit Traumsaege hinzu.,loot_char_neris_3,"Ein Teil, das sichtbar aus Scherbenkrone/Wurzelwald stammt und Identitaet, fremde Erinnerung, Selbstbestimmung mechanisch spuerbar macht.",Sichel + Echoadern - Echohunger-Mod,Scherbenkrone/Wurzelwald,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Neris Vael,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Neris Vaels Echohunger-Loop und fuegt eine kleine Interaktion mit Traumsaege hinzu.,loot_char_neris_4,"Ein Teil, das sichtbar aus Scherbenkrone/Wurzelwald stammt und Identitaet, fremde Erinnerung, Selbstbestimmung mechanisch spuerbar macht.",Neriss Signaturgriff,Scherbenkrone/Wurzelwald,Signaturkern,random_drop_or_quest_focus,signatur
